"Size*Scatter"	"Shuffle*Quick"	"Leaf*Cache*BranchMerge"	Count
"9961xF"	"100xF"	"TxFxT"	98504
"9961xF"	"100xF"	"TxFxT"	97801
"9961xF"	"100xF"	"TxFxT"	96640
"148437xF"	"TxF"	"FxFxT"	2364609
"148437xF"	"TxF"	"FxFxT"	2364905
"148437xF"	"TxF"	"FxFxT"	2365152
"148437xF"	"TxF"	"FxFxT"	2364988
"148437xF"	"TxF"	"FxFxT"	2365315
"173xF"	"10xF"	"TxFxT"	917
"173xF"	"10xF"	"TxFxT"	944
"173xF"	"10xF"	"TxFxT"	922
"173xF"	"10xF"	"TxFxT"	865
"173xF"	"10xF"	"TxFxT"	883
"1841xF"	"1x32"	"FxFxT"	8690
"1841xF"	"1x32"	"FxFxT"	7042
"1841xF"	"1x32"	"FxFxT"	5833
"1841xF"	"1x32"	"FxFxT"	8994
"1841xF"	"1x32"	"FxFxT"	7076
"13962xF"	"5x32"	"TxFxT"	83791
"13962xF"	"5x32"	"TxFxT"	78047
"13962xF"	"5x32"	"TxFxT"	73422
"13962xF"	"5x32"	"TxFxT"	67416
"13962xF"	"5x32"	"TxFxT"	67830
"63xF"	"100x8"	"TxFxT"	333
"63xF"	"100x8"	"TxFxT"	325
"63xF"	"100x8"	"TxFxT"	331
"63xF"	"100x8"	"TxFxT"	334
"63xF"	"100x8"	"TxFxT"	330
"6091903xF"	"2x32"	"FxFxT"	21916930
"6091903xF"	"2x32"	"FxFxT"	26130465
"6091903xF"	"2x32"	"FxFxT"	22051003
"6091903xF"	"2x32"	"FxFxT"	23370644
"6091903xF"	"2x32"	"FxFxT"	27951514
"173xF"	"1000x8"	"FxFxT"	1133
"173xF"	"1000x8"	"FxFxT"	1104
"173xF"	"1000x8"	"FxFxT"	1129
"173xF"	"1000x8"	"FxFxT"	1131
"173xF"	"1000x8"	"FxFxT"	1129
"2580xF"	"1000x16"	"TxFxT"	26133
"2580xF"	"1000x16"	"TxFxT"	26129
"2580xF"	"1000x16"	"TxFxT"	26042
"2580xF"	"1000x16"	"TxFxT"	25954
"2580xF"	"1000x16"	"TxFxT"	26051
"53898xF"	"1000x32"	"TxFxT"	671282
"53898xF"	"1000x32"	"TxFxT"	669015
"53898xF"	"1000x32"	"TxFxT"	670228
"53898xF"	"1000x32"	"TxFxT"	672427
"53898xF"	"1000x32"	"TxFxT"	670752
"124xF"	"1x32"	"TxFxT"	385
"124xF"	"1x32"	"TxFxT"	434
"124xF"	"1x32"	"TxFxT"	348
"124xF"	"1x32"	"TxFxT"	456
"124xF"	"1x32"	"TxFxT"	318
"75549xF"	"TxF"	"TxFxT"	1133531
"75549xF"	"TxF"	"TxFxT"	1133283
"75549xF"	"TxF"	"TxFxT"	1133611
"75549xF"	"TxF"	"TxFxT"	1133614
"75549xF"	"TxF"	"TxFxT"	1133392
"208064xF"	"5xF"	"FxFxT"	2002288
"208064xF"	"5xF"	"FxFxT"	2074720
"208064xF"	"5xF"	"FxFxT"	2099316
"208064xF"	"5xF"	"FxFxT"	1991051
"208064xF"	"5xF"	"FxFxT"	2092204
"408797xF"	"1xF"	"TxFxT"	4244221
"408797xF"	"1xF"	"TxFxT"	3935107
"408797xF"	"1xF"	"TxFxT"	4057105
"408797xF"	"1xF"	"TxFxT"	4053030
"408797xF"	"1xF"	"TxFxT"	3936270
"1841xF"	"500x8"	"TxFxT"	17521
"1841xF"	"500x8"	"TxFxT"	17544
"1841xF"	"500x8"	"TxFxT"	17523
"1841xF"	"500x8"	"TxFxT"	17524
"1841xF"	"500x8"	"TxFxT"	17280
"63xF"	"Fx32"	"FxFxT"	141
"63xF"	"Fx32"	"FxFxT"	141
"63xF"	"Fx32"	"FxFxT"	141
"63xF"	"Fx32"	"FxFxT"	141
"63xF"	"Fx32"	"FxFxT"	141
"408797xF"	"50x8"	"FxFxT"	3130632
"408797xF"	"50x8"	"FxFxT"	3114879
"408797xF"	"50x8"	"FxFxT"	3082903
"408797xF"	"50x8"	"FxFxT"	3086016
"408797xF"	"50x8"	"FxFxT"	3204820
"937xF"	"50x8"	"TxFxT"	6870
"937xF"	"50x8"	"TxFxT"	6775
"937xF"	"50x8"	"TxFxT"	6727
"937xF"	"50x8"	"TxFxT"	6734
"937xF"	"50x8"	"TxFxT"	6578
"573012xF"	"2x32"	"TxFxT"	2256163
"573012xF"	"2x32"	"TxFxT"	2333139
"573012xF"	"2x32"	"TxFxT"	1686913
"573012xF"	"2x32"	"TxFxT"	2327305
"573012xF"	"2x32"	"TxFxT"	2353944
"803192xF"	"1000x16"	"FxFxT"	9870075
"803192xF"	"1000x16"	"FxFxT"	9872449
"803192xF"	"1000x16"	"FxFxT"	9920198
"803192xF"	"1000x16"	"FxFxT"	9889428
"803192xF"	"1000x16"	"FxFxT"	9870556
"4346076xF"	"1000xF"	"FxFxT"	68455529
"4346076xF"	"1000xF"	"FxFxT"	68436598
"4346076xF"	"1000xF"	"FxFxT"	68507665
"4346076xF"	"1000xF"	"FxFxT"	68578130
"4346076xF"	"1000xF"	"FxFxT"	68545080
"3617xF"	"2x16"	"FxFxT"	12637
"3617xF"	"2x16"	"FxFxT"	17085
"3617xF"	"2x16"	"FxFxT"	12585
"3617xF"	"2x16"	"FxFxT"	14655
"3617xF"	"2x16"	"FxFxT"	15211
"45xF"	"50x16"	"TxFxT"	197
"45xF"	"50x16"	"TxFxT"	204
"45xF"	"50x16"	"TxFxT"	202
"45xF"	"50x16"	"TxFxT"	205
"45xF"	"50x16"	"TxFxT"	203
"4346076xF"	"10x32"	"TxFxT"	26413460
"4346076xF"	"10x32"	"TxFxT"	24640129
"4346076xF"	"10x32"	"TxFxT"	24987728
"4346076xF"	"10x32"	"TxFxT"	26112527
"4346076xF"	"10x32"	"TxFxT"	26597662
"477xF"	"Fx8"	"FxFxT"	639
"477xF"	"Fx8"	"FxFxT"	639
"477xF"	"Fx8"	"FxFxT"	639
"477xF"	"Fx8"	"FxFxT"	639
"477xF"	"Fx8"	"FxFxT"	639
"124xF"	"2x8"	"FxFxT"	334
"124xF"	"2x8"	"FxFxT"	322
"124xF"	"2x8"	"FxFxT"	304
"124xF"	"2x8"	"FxFxT"	412
"124xF"	"2x8"	"FxFxT"	269
"38452xF"	"Tx32"	"TxFxT"	543700
"38452xF"	"Tx32"	"TxFxT"	543816
"38452xF"	"Tx32"	"TxFxT"	543623
"38452xF"	"Tx32"	"TxFxT"	543625
"38452xF"	"Tx32"	"TxFxT"	543946
"1578085xF"	"Tx16"	"TxFxT"	30959030
"1578085xF"	"Tx16"	"TxFxT"	30960857
"1578085xF"	"Tx16"	"TxFxT"	30959381
"1578085xF"	"Tx16"	"TxFxT"	30959711
"1578085xF"	"Tx16"	"TxFxT"	30960001
"408797xF"	"1000xF"	"TxFxT"	5785322
"408797xF"	"1000xF"	"TxFxT"	5805178
"408797xF"	"1000xF"	"TxFxT"	5812058
"408797xF"	"1000xF"	"TxFxT"	5827396
"408797xF"	"1000xF"	"TxFxT"	5789177
"53898xF"	"10x8"	"TxFxT"	262315
"53898xF"	"10x8"	"TxFxT"	321720
"53898xF"	"10x8"	"TxFxT"	291729
"53898xF"	"10x8"	"TxFxT"	297079
"53898xF"	"10x8"	"TxFxT"	272159
"408797xF"	"100x32"	"FxFxT"	3796297
"408797xF"	"100x32"	"FxFxT"	3842318
"408797xF"	"100x32"	"FxFxT"	3868652
"408797xF"	"100x32"	"FxFxT"	3826462
"408797xF"	"100x32"	"FxFxT"	3903564
"1841xF"	"2x16"	"FxFxT"	7422
"1841xF"	"2x16"	"FxFxT"	6633
"1841xF"	"2x16"	"FxFxT"	6765
"1841xF"	"2x16"	"FxFxT"	8802
"1841xF"	"2x16"	"FxFxT"	6311
"340xF"	"10x32"	"FxFxT"	1645
"340xF"	"10x32"	"FxFxT"	2049
"340xF"	"10x32"	"FxFxT"	1799
"340xF"	"10x32"	"FxFxT"	2057
"340xF"	"10x32"	"FxFxT"	1858
"668xF"	"50x8"	"TxFxT"	4775
"668xF"	"50x8"	"TxFxT"	4658
"668xF"	"50x8"	"TxFxT"	4716
"668xF"	"50x8"	"TxFxT"	4940
"668xF"	"50x8"	"TxFxT"	4837
"2212005xF"	"500x32"	"FxFxT"	25433878
"2212005xF"	"500x32"	"FxFxT"	25428380
"2212005xF"	"500x32"	"FxFxT"	25548947
"2212005xF"	"500x32"	"FxFxT"	25425356
"2212005xF"	"500x32"	"FxFxT"	25309354
"3617xF"	"Fx16"	"TxFxT"	7233
"3617xF"	"Fx16"	"TxFxT"	7233
"3617xF"	"Fx16"	"TxFxT"	7233
"3617xF"	"Fx16"	"TxFxT"	7233
"3617xF"	"Fx16"	"TxFxT"	7233
"16777216xF"	"10xF"	"TxFxT"	222308808
"16777216xF"	"10xF"	"TxFxT"	226649282
"16777216xF"	"10xF"	"TxFxT"	224651509
"16777216xF"	"10xF"	"TxFxT"	231032759
"16777216xF"	"10xF"	"TxFxT"	221415608
"9961xF"	"100xF"	"FxFxT"	96682
"9961xF"	"100xF"	"FxFxT"	97078
"9961xF"	"100xF"	"FxFxT"	97634
"9961xF"	"100xF"	"FxFxT"	97038
"9961xF"	"100xF"	"FxFxT"	95777
"477xF"	"50x16"	"TxFxT"	3360
"477xF"	"50x16"	"TxFxT"	3354
"477xF"	"50x16"	"TxFxT"	3365
"477xF"	"50x16"	"TxFxT"	3163
"477xF"	"50x16"	"TxFxT"	3302
"1841xF"	"10x32"	"TxFxT"	11753
"1841xF"	"10x32"	"TxFxT"	10933
"1841xF"	"10x32"	"TxFxT"	11587
"1841xF"	"10x32"	"TxFxT"	11907
"1841xF"	"10x32"	"TxFxT"	10801
"5070xF"	"100x8"	"TxFxT"	42743
"5070xF"	"100x8"	"TxFxT"	43344
"5070xF"	"100x8"	"TxFxT"	42663
"5070xF"	"100x8"	"TxFxT"	43225
"5070xF"	"100x8"	"TxFxT"	42957
"2580xF"	"Fx32"	"FxFxT"	5287
"2580xF"	"Fx32"	"FxFxT"	5287
"2580xF"	"Fx32"	"FxFxT"	5287
"2580xF"	"Fx32"	"FxFxT"	5287
"2580xF"	"Fx32"	"FxFxT"	5287
"75549xF"	"1x32"	"TxFxT"	229830
"75549xF"	"1x32"	"TxFxT"	271324
"75549xF"	"1x32"	"TxFxT"	269234
"75549xF"	"1x32"	"TxFxT"	182510
"75549xF"	"1x32"	"TxFxT"	360578
"13962xF"	"100x32"	"TxFxT"	131483
"13962xF"	"100x32"	"TxFxT"	133698
"13962xF"	"100x32"	"TxFxT"	132469
"13962xF"	"100x32"	"TxFxT"	130619
"13962xF"	"100x32"	"TxFxT"	130334
"573012xF"	"1000x16"	"FxFxT"	6930423
"573012xF"	"1000x16"	"FxFxT"	6919245
"573012xF"	"1000x16"	"FxFxT"	6920256
"573012xF"	"1000x16"	"FxFxT"	6923652
"573012xF"	"1000x16"	"FxFxT"	6922652
"573012xF"	"FxF"	"TxFxT"	5450396
"573012xF"	"FxF"	"TxFxT"	5450396
"573012xF"	"FxF"	"TxFxT"	5450396
"573012xF"	"FxF"	"TxFxT"	5450396
"573012xF"	"FxF"	"TxFxT"	5450396
"45xF"	"500x32"	"TxFxT"	193
"45xF"	"500x32"	"TxFxT"	200
"45xF"	"500x32"	"TxFxT"	198
"45xF"	"500x32"	"TxFxT"	201
"45xF"	"500x32"	"TxFxT"	199
"11969176xF"	"100x8"	"FxFxT"	103485317
"11969176xF"	"100x8"	"FxFxT"	103116913
"11969176xF"	"100x8"	"FxFxT"	101323997
"11969176xF"	"100x8"	"FxFxT"	103393978
"11969176xF"	"100x8"	"FxFxT"	100672521
"5070xF"	"10xF"	"FxFxT"	39237
"5070xF"	"10xF"	"FxFxT"	36870
"5070xF"	"10xF"	"FxFxT"	38326
"5070xF"	"10xF"	"FxFxT"	38336
"5070xF"	"10xF"	"FxFxT"	38433
"937xF"	"50xF"	"FxFxT"	6948
"937xF"	"50xF"	"FxFxT"	6986
"937xF"	"50xF"	"FxFxT"	6960
"937xF"	"50xF"	"FxFxT"	6918
"937xF"	"50xF"	"FxFxT"	6848
"668xF"	"5xF"	"FxFxT"	3700
"668xF"	"5xF"	"FxFxT"	3667
"668xF"	"5xF"	"FxFxT"	3587
"668xF"	"5xF"	"FxFxT"	4097
"668xF"	"5xF"	"FxFxT"	3882
"243xF"	"5x32"	"TxFxT"	1196
"243xF"	"5x32"	"TxFxT"	1295
"243xF"	"5x32"	"TxFxT"	1062
"243xF"	"5x32"	"TxFxT"	1104
"243xF"	"5x32"	"TxFxT"	1212
"3100571xF"	"Tx32"	"FxFxT"	63262154
"3100571xF"	"Tx32"	"FxFxT"	63262296
"3100571xF"	"Tx32"	"FxFxT"	63262328
"3100571xF"	"Tx32"	"FxFxT"	63261180
"3100571xF"	"Tx32"	"FxFxT"	63260571
"291643xF"	"5x16"	"TxFxT"	1332483
"291643xF"	"5x16"	"TxFxT"	1568700
"291643xF"	"5x16"	"TxFxT"	881515
"291643xF"	"5x16"	"TxFxT"	1214182
"291643xF"	"5x16"	"TxFxT"	1386005
"4346076xF"	"500x16"	"TxFxT"	48405822
"4346076xF"	"500x16"	"TxFxT"	48168054
"4346076xF"	"500x16"	"TxFxT"	48135742
"4346076xF"	"500x16"	"TxFxT"	48399111
"4346076xF"	"500x16"	"TxFxT"	48410665
"173xF"	"1000x32"	"TxFxT"	1096
"173xF"	"1000x32"	"TxFxT"	1080
"173xF"	"1000x32"	"TxFxT"	1096
"173xF"	"1000x32"	"TxFxT"	1097
"173xF"	"1000x32"	"TxFxT"	1102
"1125835xF"	"100x16"	"TxFxT"	9920724
"1125835xF"	"100x16"	"TxFxT"	10123663
"1125835xF"	"100x16"	"TxFxT"	9912724
"1125835xF"	"100x16"	"TxFxT"	9824488
"1125835xF"	"100x16"	"TxFxT"	9955618
"16777216xF"	"2x32"	"FxFxT"	61105470
"16777216xF"	"2x32"	"FxFxT"	70267497
"16777216xF"	"2x32"	"FxFxT"	64337685
"16777216xF"	"2x32"	"FxFxT"	68793332
"16777216xF"	"2x32"	"FxFxT"	59523927
"1313xF"	"5x8"	"TxFxT"	5954
"1313xF"	"5x8"	"TxFxT"	6159
"1313xF"	"5x8"	"TxFxT"	5370
"1313xF"	"5x8"	"TxFxT"	6333
"1313xF"	"5x8"	"TxFxT"	5513
"19571xF"	"1000x32"	"FxFxT"	229148
"19571xF"	"1000x32"	"FxFxT"	230214
"19571xF"	"1000x32"	"FxFxT"	229659
"19571xF"	"1000x32"	"FxFxT"	228660
"19571xF"	"1000x32"	"FxFxT"	229833
"32xF"	"TxF"	"FxFxT"	124
"32xF"	"TxF"	"FxFxT"	117
"32xF"	"TxF"	"FxFxT"	121
"32xF"	"TxF"	"FxFxT"	123
"32xF"	"TxF"	"FxFxT"	123
"4346076xF"	"50x8"	"FxFxT"	32954550
"4346076xF"	"50x8"	"FxFxT"	32183745
"4346076xF"	"50x8"	"FxFxT"	32992257
"4346076xF"	"50x8"	"FxFxT"	32572016
"4346076xF"	"50x8"	"FxFxT"	32365110
"1578085xF"	"500x8"	"FxFxT"	17251568
"1578085xF"	"500x8"	"FxFxT"	17261778
"1578085xF"	"500x8"	"FxFxT"	17315310
"1578085xF"	"500x8"	"FxFxT"	17231527
"1578085xF"	"500x8"	"FxFxT"	17404669
"8539032xF"	"5x32"	"FxFxT"	37013728
"8539032xF"	"5x32"	"FxFxT"	38791547
"8539032xF"	"5x32"	"FxFxT"	45279839
"8539032xF"	"5x32"	"FxFxT"	37170903
"8539032xF"	"5x32"	"FxFxT"	40567209
"53898xF"	"2xF"	"FxFxT"	445982
"53898xF"	"2xF"	"FxFxT"	439388
"53898xF"	"2xF"	"FxFxT"	484491
"53898xF"	"2xF"	"FxFxT"	452756
"53898xF"	"2xF"	"FxFxT"	454221
"63xF"	"1x32"	"FxFxT"	233
"63xF"	"1x32"	"FxFxT"	151
"63xF"	"1x32"	"FxFxT"	182
"63xF"	"1x32"	"FxFxT"	159
"63xF"	"1x32"	"FxFxT"	175
"477xF"	"5x8"	"FxFxT"	2238
"477xF"	"5x8"	"FxFxT"	2141
"477xF"	"5x8"	"FxFxT"	2095
"477xF"	"5x8"	"FxFxT"	1663
"477xF"	"5x8"	"FxFxT"	2188
"27432xF"	"500xF"	"FxFxT"	316358
"27432xF"	"500xF"	"FxFxT"	317869
"27432xF"	"500xF"	"FxFxT"	317086
"27432xF"	"500xF"	"FxFxT"	318055
"27432xF"	"500xF"	"FxFxT"	316583
"1313xF"	"1xF"	"FxFxT"	7973
"1313xF"	"1xF"	"FxFxT"	6899
"1313xF"	"1xF"	"FxFxT"	6917
"1313xF"	"1xF"	"FxFxT"	7470
"1313xF"	"1xF"	"FxFxT"	8089
"19571xF"	"Fx8"	"TxFxT"	26853
"19571xF"	"Fx8"	"TxFxT"	26853
"19571xF"	"Fx8"	"TxFxT"	26853
"19571xF"	"Fx8"	"TxFxT"	26853
"19571xF"	"Fx8"	"TxFxT"	26853
"208064xF"	"50x32"	"TxFxT"	1776655
"208064xF"	"50x32"	"TxFxT"	1786509
"208064xF"	"50x32"	"TxFxT"	1791606
"208064xF"	"50x32"	"TxFxT"	1751277
"208064xF"	"50x32"	"TxFxT"	1817543
"11969176xF"	"1000x16"	"TxFxT"	148272605
"11969176xF"	"1000x16"	"TxFxT"	148632467
"11969176xF"	"1000x16"	"TxFxT"	148613186
"11969176xF"	"1000x16"	"TxFxT"	149520885
"11969176xF"	"1000x16"	"TxFxT"	148139124
"7106xF"	"Tx16"	"FxFxT"	83048
"7106xF"	"Tx16"	"FxFxT"	83036
"7106xF"	"Tx16"	"FxFxT"	83028
"7106xF"	"Tx16"	"FxFxT"	83100
"7106xF"	"Tx16"	"FxFxT"	83064
"88xF"	"Fx16"	"FxFxT"	143
"88xF"	"Fx16"	"FxFxT"	143
"88xF"	"Fx16"	"FxFxT"	143
"88xF"	"Fx16"	"FxFxT"	143
"88xF"	"Fx16"	"FxFxT"	143
"937xF"	"500x8"	"TxFxT"	8265
"937xF"	"500x8"	"TxFxT"	8267
"937xF"	"500x8"	"TxFxT"	8267
"937xF"	"500x8"	"TxFxT"	8232
"937xF"	"500x8"	"TxFxT"	8347
"340xF"	"100xF"	"TxFxT"	2358
"340xF"	"100xF"	"TxFxT"	2312
"340xF"	"100xF"	"TxFxT"	2340
"340xF"	"100xF"	"TxFxT"	2335
"340xF"	"100xF"	"TxFxT"	2354
"1125835xF"	"10x8"	"FxFxT"	5551471
"1125835xF"	"10x8"	"FxFxT"	6171226
"1125835xF"	"10x8"	"FxFxT"	4985716
"1125835xF"	"10x8"	"FxFxT"	5725143
"1125835xF"	"10x8"	"FxFxT"	5828824
"124xF"	"10x16"	"TxFxT"	556
"124xF"	"10x16"	"TxFxT"	621
"124xF"	"10x16"	"TxFxT"	573
"124xF"	"10x16"	"TxFxT"	570
"124xF"	"10x16"	"TxFxT"	571
"3617xF"	"1000xF"	"FxFxT"	36832
"3617xF"	"1000xF"	"FxFxT"	36806
"3617xF"	"1000xF"	"FxFxT"	36805
"3617xF"	"1000xF"	"FxFxT"	36827
"3617xF"	"1000xF"	"FxFxT"	36873
"105897xF"	"1000x8"	"FxFxT"	1254700
"105897xF"	"1000x8"	"FxFxT"	1252677
"105897xF"	"1000x8"	"FxFxT"	1261228
"105897xF"	"1000x8"	"FxFxT"	1257152
"105897xF"	"1000x8"	"FxFxT"	1255375
"105897xF"	"Fx32"	"TxFxT"	260945
"105897xF"	"Fx32"	"TxFxT"	260945
"105897xF"	"Fx32"	"TxFxT"	260945
"105897xF"	"Fx32"	"TxFxT"	260945
"105897xF"	"Fx32"	"TxFxT"	260945
"2580xF"	"2xF"	"TxFxT"	16514
"2580xF"	"2xF"	"TxFxT"	15451
"2580xF"	"2xF"	"TxFxT"	16610
"2580xF"	"2xF"	"TxFxT"	17770
"2580xF"	"2xF"	"TxFxT"	17178
"7106xF"	"1xF"	"TxFxT"	46905
"7106xF"	"1xF"	"TxFxT"	46559
"7106xF"	"1xF"	"TxFxT"	45731
"7106xF"	"1xF"	"TxFxT"	45882
"7106xF"	"1xF"	"TxFxT"	49224
"803192xF"	"500xF"	"TxFxT"	11427159
"803192xF"	"500xF"	"TxFxT"	11414013
"803192xF"	"500xF"	"TxFxT"	11443626
"803192xF"	"500xF"	"TxFxT"	11423955
"803192xF"	"500xF"	"TxFxT"	11394322
"148437xF"	"FxF"	"FxFxT"	1251944
"148437xF"	"FxF"	"FxFxT"	1251944
"148437xF"	"FxF"	"FxFxT"	1251944
"148437xF"	"FxF"	"FxFxT"	1251944
"148437xF"	"FxF"	"FxFxT"	1251944
"45xF"	"50x16"	"FxFxT"	191
"45xF"	"50x16"	"FxFxT"	200
"45xF"	"50x16"	"FxFxT"	199
"45xF"	"50x16"	"FxFxT"	201
"45xF"	"50x16"	"FxFxT"	199
"243xF"	"1x16"	"FxFxT"	539
"243xF"	"1x16"	"FxFxT"	585
"243xF"	"1x16"	"FxFxT"	530
"243xF"	"1x16"	"FxFxT"	667
"243xF"	"1x16"	"FxFxT"	736
"2212005xF"	"TxF"	"TxFxT"	43885034
"2212005xF"	"TxF"	"TxFxT"	43883887
"2212005xF"	"TxF"	"TxFxT"	43885779
"2212005xF"	"TxF"	"TxFxT"	43887362
"2212005xF"	"TxF"	"TxFxT"	43885356
"32xF"	"1x16"	"TxFxT"	90
"32xF"	"1x16"	"TxFxT"	84
"32xF"	"1x16"	"TxFxT"	87
"32xF"	"1x16"	"TxFxT"	89
"32xF"	"1x16"	"TxFxT"	92
"803192xF"	"50x32"	"FxFxT"	6782439
"803192xF"	"50x32"	"FxFxT"	6840383
"803192xF"	"50x32"	"FxFxT"	6689837
"803192xF"	"50x32"	"FxFxT"	6743203
"803192xF"	"50x32"	"FxFxT"	6635107
"9961xF"	"1000x8"	"TxFxT"	111721
"9961xF"	"1000x8"	"TxFxT"	112807
"9961xF"	"1000x8"	"TxFxT"	112170
"9961xF"	"1000x8"	"TxFxT"	112085
"9961xF"	"1000x8"	"TxFxT"	112883
"208064xF"	"5x16"	"FxFxT"	921209
"208064xF"	"5x16"	"FxFxT"	1059714
"208064xF"	"5x16"	"FxFxT"	1041649
"208064xF"	"5x16"	"FxFxT"	903574
"208064xF"	"5x16"	"FxFxT"	1050707
"6091903xF"	"Fx8"	"FxFxT"	7989501
"6091903xF"	"Fx8"	"FxFxT"	7989501
"6091903xF"	"Fx8"	"FxFxT"	7989501
"6091903xF"	"Fx8"	"FxFxT"	7989501
"6091903xF"	"Fx8"	"FxFxT"	7989501
"27432xF"	"Tx8"	"TxFxT"	380226
"27432xF"	"Tx8"	"TxFxT"	380166
"27432xF"	"Tx8"	"TxFxT"	380350
"27432xF"	"Tx8"	"TxFxT"	380158
"27432xF"	"Tx8"	"TxFxT"	380149
"75549xF"	"Tx8"	"FxFxT"	1162430
"75549xF"	"Tx8"	"FxFxT"	1162168
"75549xF"	"Tx8"	"FxFxT"	1162467
"75549xF"	"Tx8"	"FxFxT"	1162356
"75549xF"	"Tx8"	"FxFxT"	1162152
"63xF"	"5xF"	"TxFxT"	251
"63xF"	"5xF"	"TxFxT"	230
"63xF"	"5xF"	"TxFxT"	256
"63xF"	"5xF"	"TxFxT"	259
"63xF"	"5xF"	"TxFxT"	259
"38452xF"	"500x16"	"FxFxT"	423826
"38452xF"	"500x16"	"FxFxT"	424366
"38452xF"	"500x16"	"FxFxT"	421384
"38452xF"	"500x16"	"FxFxT"	426123
"38452xF"	"500x16"	"FxFxT"	424789
"148437xF"	"2x8"	"TxFxT"	577538
"148437xF"	"2x8"	"TxFxT"	428585
"148437xF"	"2x8"	"TxFxT"	606584
"148437xF"	"2x8"	"TxFxT"	505368
"148437xF"	"2x8"	"TxFxT"	581437
"6091903xF"	"2x16"	"TxFxT"	20547360
"6091903xF"	"2x16"	"TxFxT"	24660955
"6091903xF"	"2x16"	"TxFxT"	20681570
"6091903xF"	"2x16"	"TxFxT"	22172255
"6091903xF"	"2x16"	"TxFxT"	26000274
"3100571xF"	"1x8"	"TxFxT"	10860723
"3100571xF"	"1x8"	"TxFxT"	8100833
"3100571xF"	"1x8"	"TxFxT"	5622227
"3100571xF"	"1x8"	"TxFxT"	9500738
"3100571xF"	"1x8"	"TxFxT"	8965102
"13962xF"	"10x16"	"FxFxT"	79225
"13962xF"	"10x16"	"FxFxT"	82923
"13962xF"	"10x16"	"FxFxT"	71786
"13962xF"	"10x16"	"FxFxT"	79390
"13962xF"	"10x16"	"FxFxT"	77944
"291643xF"	"1x8"	"FxFxT"	747402
"291643xF"	"1x8"	"FxFxT"	1060164
"291643xF"	"1x8"	"FxFxT"	677616
"291643xF"	"1x8"	"FxFxT"	959686
"291643xF"	"1x8"	"FxFxT"	646722
"8539032xF"	"50xF"	"TxFxT"	119204568
"8539032xF"	"50xF"	"TxFxT"	118701725
"8539032xF"	"50xF"	"TxFxT"	119371968
"8539032xF"	"50xF"	"TxFxT"	118606224
"8539032xF"	"50xF"	"TxFxT"	120321413
"88xF"	"2x32"	"TxFxT"	260
"88xF"	"2x32"	"TxFxT"	350
"88xF"	"2x32"	"TxFxT"	261
"88xF"	"2x32"	"TxFxT"	393
"88xF"	"2x32"	"TxFxT"	236
"173xF"	"100x16"	"FxFxT"	1076
"173xF"	"100x16"	"FxFxT"	1083
"173xF"	"100x16"	"FxFxT"	1063
"173xF"	"100x16"	"FxFxT"	1099
"173xF"	"100x16"	"FxFxT"	1077
"6091903xF"	"100x32"	"FxFxT"	57129524
"6091903xF"	"100x32"	"FxFxT"	58090229
"6091903xF"	"100x32"	"FxFxT"	57687176
"6091903xF"	"100x32"	"FxFxT"	56876710
"6091903xF"	"100x32"	"FxFxT"	57550022
"27432xF"	"1000x16"	"TxFxT"	328866
"27432xF"	"1000x16"	"TxFxT"	329338
"27432xF"	"1000x16"	"TxFxT"	327634
"27432xF"	"1000x16"	"TxFxT"	326577
"27432xF"	"1000x16"	"TxFxT"	327652
"88xF"	"500x16"	"TxFxT"	478
"88xF"	"500x16"	"TxFxT"	480
"88xF"	"500x16"	"TxFxT"	487
"88xF"	"500x16"	"TxFxT"	482
"88xF"	"500x16"	"TxFxT"	484
"8539032xF"	"Fx16"	"FxFxT"	13781911
"8539032xF"	"Fx16"	"FxFxT"	13781911
"8539032xF"	"Fx16"	"FxFxT"	13781911
"8539032xF"	"Fx16"	"FxFxT"	13781911
"8539032xF"	"Fx16"	"FxFxT"	13781911
"573012xF"	"50xF"	"TxFxT"	6973603
"573012xF"	"50xF"	"TxFxT"	6996164
"573012xF"	"50xF"	"TxFxT"	6974311
"573012xF"	"50xF"	"TxFxT"	7027108
"573012xF"	"50xF"	"TxFxT"	7003274
"173xF"	"5x16"	"FxFxT"	780
"173xF"	"5x16"	"FxFxT"	664
"173xF"	"5x16"	"FxFxT"	738
"173xF"	"5x16"	"FxFxT"	626
"173xF"	"5x16"	"FxFxT"	816
"573012xF"	"Fx8"	"FxFxT"	704083
"573012xF"	"Fx8"	"FxFxT"	704083
"573012xF"	"Fx8"	"FxFxT"	704083
"573012xF"	"Fx8"	"FxFxT"	704083
"573012xF"	"Fx8"	"FxFxT"	704083
"668xF"	"Tx32"	"TxFxT"	5572
"668xF"	"Tx32"	"TxFxT"	5565
"668xF"	"Tx32"	"TxFxT"	5583
"668xF"	"Tx32"	"TxFxT"	5566
"668xF"	"Tx32"	"TxFxT"	5582
"1578085xF"	"Fx8"	"TxFxT"	2626660
"1578085xF"	"Fx8"	"TxFxT"	2626660
"1578085xF"	"Fx8"	"TxFxT"	2626660
"1578085xF"	"Fx8"	"TxFxT"	2626660
"1578085xF"	"Fx8"	"TxFxT"	2626660
"2212005xF"	"1x32"	"FxFxT"	8359910
"2212005xF"	"1x32"	"FxFxT"	9050051
"2212005xF"	"1x32"	"FxFxT"	5024859
